id;adresas;namo_valdytojas;valdymo_forma;paskyrimo_pagrindas;administratoriaus_pabaigos_Data;paskirtis;uni_nr;bendr_plotas;naud_plotas;build_year;renov_metai;renovacijos_statusas;energ_naudingumo_klase;butu_skaicius;negyvenamuju_palapu_skaicius;korpusas;sklypo_plotas
3546;A. Kojelavičiaus g. 224;UAB Priemiestis;Administravimas;2012-12-29 d. Nr. 30-2822;;Gyvenamoji (trys ir daugiau butų);1094-0098-6016;85.66;85.66;1940;;Nerenovuotas;;3;0;1A1m;0.07
3547;A. Kojelavičiaus g. 260;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-0009-6010;858.63;639.83;1960;;Nerenovuotas;;12;0;1A2p;0.00
3548;A. Kojelavičiaus g. 274;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-9004-0016;416.12;359.59;1959;;Nerenovuotas;;8;0;1A2p;0.00
3549;A. Kojelavičiaus g. 274A;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-0009-7018;402.17;357.62;1960;;Nerenovuotas;;8;0;1A2p;0.00
3550;A. Kojelavičiaus g. 288;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0100-4013;165.65;165.65;1940;;Nerenovuotas;;5;0;1A1m;0.21
3551;A. Kojelavičiaus g. 294;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-0009-8015;878.06;624.65;1960;;Nerenovuotas;;12;0;1A2p;0.00
3552;A. Kojelavičiaus g. 300;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-3001-6016;405.70;405.70;1953;;Nerenovuotas;;8;0;1A2p;0.12
3553;A. Kojelavičiaus g. 302;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-3001-7013;387.19;278.85;1953;;Nerenovuotas;;6;1;1A2p;0.00
3554;A. Kojelavičiaus g. 306;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-3001-8010;402.45;402.45;1953;;Nerenovuotas;;8;0;1A2p;0.00
3555;A. Kojelavičiaus g. 308;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-3001-9019;385.39;188.85;1953;;Nerenovuotas;;4;1;1A2p;0.15
3556;A. Kojelavičiaus g. 310;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-0004-2013;509.58;434.87;1980;;Nerenovuotas;;8;1;1A2p;0.00
3557;A. Kojelavičiaus g. 310A;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-6002-8016;495.42;419.56;1986;;Nerenovuotas;;8;1;1A2p;0.00
3558;A. Kojelavičiaus g. 312;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-4002-1012;396.03;375.28;1954;;Nerenovuotas;;8;0;1A2p;0.00
3559;A. Kojelavičiaus g. 314;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-4002-2017;394.76;394.76;1954;;Nerenovuotas;;8;0;1A2p;0.00
3560;A. Kojelavičiaus g. 316;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-7003-1019;410.60;362.51;1957;;Nerenovuotas;;8;0;1A2p;0.00
3561;A. Kojelavičiaus g. 318;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-8005-2013;410.87;361.60;1958;;Nerenovuotas;;8;0;1A2p;0.00
3562;A. Kojelavičiaus g. 33;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0087-3014;116.74;116.74;1940;;Nerenovuotas;;3;0;1A1m;0.00
3563;A. Kojelavičiaus g. 37;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0087-4011;103.34;103.34;1940;;Nerenovuotas;;3;0;1A1m;0.00
3564;A. Kojelavičiaus g. 39;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0087-5018;147.03;147.03;1940;;Nerenovuotas;;4;0;1A1m;0.00
3565;A. Kojelavičiaus g. 60;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0088-6013;186.22;186.22;1940;;Nerenovuotas;;4;0;1A1m;0.26
3566;A. Kojelavičiaus g. 81;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0090-4010;98.28;98.28;1940;;Nerenovuotas;;3;0;1A1m;0.16
3567;A. Kojelavičiaus g. 87;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-1008-1010;1119.27;770.42;1961;;Nerenovuotas;;12;0;1A2p;0.00
3568;A. Kojelavičiaus g. 89;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-2001-2011;937.79;689.82;1952;;Galimai renovuotųsi;;12;1;1A2p;0.00
3569;A. Kojelavičiaus g. 95;UAB Eko Balt;Administravimas;2018-11-20 Nr. 30-3557/18(2.1.1E-TD2);2023-11-20;Gyvenamoji (trys ir daugiau butų);1095-8005-1016;632.26;449.20;1958;;Galimai renovuotųsi;;9;0;1A2p;0.00
3570;A. Paškevič-Ciotkos g. 1;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1093-1001-9013;199.56;127.72;1979;;Nerenovuotas;;4;1;1A1m;0.00
3571;A. Paškevič-Ciotkos g. 13;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0222-3016;254.20;226.93;1940;;Nerenovuotas;;4;0;1A1b;0.00
3572;A. Paškevič-Ciotkos g. 13A;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0222-4013;173.09;173.09;1940;;Nerenovuotas;;3;0;1A1m;0.21
3573;A. Paškevič-Ciotkos g. 4;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1097-9005-4014;1461.06;1182.07;1940;;Nerenovuotas;;22;0;1A5p;0.00
3574;Akacijų g. 11;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-9000-2018;182.31;182.31;1969;;Nerenovuotas;;4;0;1A1m;0.20
3575;Akacijų g. 32;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0008-1014;128.67;128.67;1940;;Nerenovuotas;;3;0;1A1m;0.16
3576;Akacijų g. 6;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0007-3018;214.73;214.73;1940;;Nerenovuotas;;3;0;1A1m;0.14
3577;Baniškių g. 39;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0507-5018;136.36;85.51;1940;;Nerenovuotas;;3;0;1A1m;0.00
3578;Darželio g. 5;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-4004-1016;6585.97;5142.87;1964;;Galimai renovuotųsi;;183;2;1A5p;0.00
3579;Darželio g. 9;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-3003-0018;3166.37;3012.47;1963;;Renovuojamas;D;105;1;1A4p;0.00
3580;Draugystės g. 16;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0059-3014;108.02;108.02;1940;;Nerenovuotas;;3;0;1A1m;0.03
3581;Draugystės g. 21;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0059-7018;137.05;127.08;1940;;Nerenovuotas;;4;0;1A1m;0.00
3582;Draugystės g. 23;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0059-9015;134.94;134.94;1940;;Nerenovuotas;;4;0;1A1m;0.20
3583;Draugystės g. 28;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0060-1010;98.37;98.37;1940;;Nerenovuotas;;3;0;1A1m;0.00
3584;Draugystės g. 36;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0060-3016;161.06;115.40;1940;;Nerenovuotas;;3;1;1A1m;0.14
3585;Džiaugsmo g. 12;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0065-3010;150.88;150.88;1940;;Nerenovuotas;;3;0;1A1m;0.28
3586;Džiaugsmo g. 25;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0065-8017;118.46;118.46;1940;;Nerenovuotas;;4;0;1A1m;0.17
3587;Džiaugsmo g. 33;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0066-2019;200.72;200.72;1940;;Nerenovuotas;;3;0;1A1m;0.26
3588;Džiaugsmo g. 57;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0067-3012;463.44;378.22;1940;;Nerenovuotas;;4;0;1A2m;0.20
3589;Džiaugsmo g. 89;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0067-5018;202.19;197.30;1940;;Nerenovuotas;;4;0;1A1m;0.34
3590;Gandrų g. 3;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0075-2018;149.51;139.76;1940;;Nerenovuotas;;4;0;1A1m;0.16
3591;Gandrų g. 7;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0075-5010;144.23;144.23;1940;;Nerenovuotas;;4;0;1A1m;0.00
3592;Garsioji g. 25;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0080-4015;292.31;275.32;1940;;Nerenovuotas;;4;0;1A2mp;0.20
3593;Genių g. 11;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-8003-9016;3753.24;3126.66;1968;;Nerenovuotas;;61;0;1A5b;0.00
3594;Genių g. 14;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-0004-5016;2681.55;2149.75;1980;;Nerenovuotas;;40;0;1A5p;0.00
3595;Genių g. 15;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-5006-1013;3762.33;3139.44;1965;;Nerenovuotas;;60;0;1A5b;0.00
3596;Genių g. 17;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-8004-0015;5443.72;4505.24;1968;;Nerenovuotas;;90;0;1A5b;0.00
3597;Genių g. 18;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1097-9003-6010;2741.84;2197.16;1979;;Nerenovuotas;;40;0;1A5p;0.00
3598;Genių g. 22;UAB Priemiestis;Administravimas;2012-12-29 d. Nr. 30-2822;;Gyvenamoji (trys ir daugiau butų);1097-9003-8016;2670.29;2236.67;1979;;Nerenovuotas;;40;0;1A5p;0.00
3599;Genių g. 26;UAB Priemiestis;Administravimas;2012-12-29 d. Nr. 30-2822;;Gyvenamoji (trys ir daugiau butų);1097-7002-1019;2641.34;2197.22;1977;;Galimai renovuotųsi;;40;0;1A5p;0.00
3600;Genių g. 27;UAB Priemiestis;Administravimas;2018 m. rugpjūčio 30 d. Nr. 30-2908;2023-08-30;Gyvenamoji (trys ir daugiau butų);1097-7002-2016;2745.96;2271.79;1977;;Nerenovuotas;;40;0;1A5p;0.00
3601;Genių g. 3;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-8003-6013;5638.78;4706.38;1968;;Nerenovuotas;;92;0;1A5b;0.00
3602;Genių g. 5;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-7002-8018;5255.93;4407.18;1967;;Nerenovuotas;;100;0;1A5b;0.00
3603;Genių g. 7;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-7002-9015;3264.71;2718.89;1967;;Nerenovuotas;;62;0;1A5b;0.00
3604;Genių g. 9;UAB Servico;Administravimas;2018-12-17 Nr. 30-3841/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1096-8003-8019;3753.60;3119.90;1968;;Nerenovuotas;;60;0;1A5b;0.00
3605;Gerovės g. 17;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-3002-9015;2781.20;2203.36;1983;;Nerenovuotas;;40;0;1A5p;0.00
3606;Gerovės g. 23;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-3003-1011;2779.96;2321.64;1983;;Nerenovuotas;;41;0;1A5p;0.00
3607;Gerovės g. 25;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-2006-5018;2778.17;2301.69;1982;;Nerenovuotas;;40;0;1A5p;0.00
3608;Gerovės g. 31;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-5002-7019;2405.82;2045.30;1985;;Nerenovuotas;;38;0;1A9p;0.00
3609;Gerovės g. 33;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-1004-6018;1475.95;1260.37;1980;;Nerenovuotas;;22;0;1A5p;0.00
3610;Gerovės g. 35;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-0004-9016;1475.77;1216.12;1980;;Nerenovuotas;;22;0;1A5p;0.00
3611;Gerovės g. 37;UAB Pastatų ūkio valdymas;Administravimas;2018 m. birželio 1 d. Nr. 30-1939;2023-06-01;Gyvenamoji (trys ir daugiau butų);1098-3003-2012;2395.54;2015.08;1983;;Nerenovuotas;;38;0;1A9p;0.00
3612;Gerovės g. 39;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1097-9003-9013;1499.45;1244.01;1979;;Nerenovuotas;;22;0;1A6p;0.00
3613;Gerovės g. 41;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1097-9004-0012;1499.61;1246.53;1979;;Nerenovuotas;;22;0;1A6p;0.00
3614;Gerovės g. 43;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1097-8005-9012;1481.78;1263.10;1978;;Nerenovuotas;;22;0;1A5p;0.00
3615;Gerovės g. 45;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1097-8006-0011;1493.62;1217.81;1978;;Nerenovuotas;;22;0;1A5p;0.00
3616;Gerovės g. 47;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1097-8006-1016;1527.54;1241.09;1978;;Nerenovuotas;;22;0;1A5p;0.00
3617;Gerovės g. 5;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-6004-1014;4575.00;3803.78;1966;;Nerenovuotas;;85;0;1A5p;0.00
3618;Gerovės g. 51;UAB Priemiestis;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1099-0002-6013;3215.67;2399.05;1990;;Nerenovuotas;;45;0;1A5p;0.00
3619;Gerovės g. 51;UAB Priemiestis;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1099-0002-6024;2110.80;1695.11;1990;;Nerenovuotas;;30;0;2A5p;0.00
3620;Gerovės g. 59;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1095-5013-4019;3030.57;3030.57;1995;;Nerenovuotas;;4;0;1A5p;0.00
3621;Gerovės g. 7;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-5006-4016;4562.40;3773.40;1965;;Nerenovuotas;;85;0;1A5p;0.00
3622;Gerovės g. 9;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-4006-1018;4621.03;3838.73;1964;;Nerenovuotas;;88;0;1A5p;0.00
3623;Gluosnių g. 20;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0110-0018;114.56;114.56;1940;;Nerenovuotas;;4;0;1A1m;0.16
3624;Gluosnių g. 24;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0110-1017;113.11;104.99;1940;;Nerenovuotas;;4;0;1A1m;0.10
3625;Gluosnių g. 3;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0108-8017;107.84;107.84;1940;;Nerenovuotas;;3;0;1A1m;0.14
3626;Grūdų g. 15;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0112-3015;211.21;211.21;1940;;Nerenovuotas;;4;0;1A1p;0.40
3627;Ievų g. 1;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0098-0014;462.50;386.78;1940;;Nerenovuotas;;9;1;1A1m;0.20
3628;Ievų g. 14;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1097-0009-6013;377.49;355.00;1970;;Nerenovuotas;;9;0;1A2p;0.23
3629;Ievų g. 18;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0116-4010;141.52;141.52;1940;;Nerenovuotas;;3;0;1A1m;0.07
3630;J. Kolaso g. 27;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0123-5012;194.85;194.85;1940;;Nerenovuotas;;3;0;1A1m;0.28
3631;J. Kolaso g. 28;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-0011-5015;281.84;278.73;1960;;Nerenovuotas;;5;0;1A1m;0.34
3632;J. Kolaso g. 8;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0122-7010;88.77;88.77;1940;;Nerenovuotas;;3;0;1A1m;0.17
3633;J. Kupalos g. 9;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0115-1010;95.76;95.76;1940;;Nerenovuotas;;3;0;1A1m;0.00
3634;Kalno g. 38;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0140-8017;160.67;160.67;1940;;Nerenovuotas;;4;0;1A1m;0.00
3635;Karklėnų g. 15;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-9016-0015;2798.04;2186.70;1989;;Nerenovuotas;;33;1;1A5p;0.00
3636;Karklėnų g. 5;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-6015-3020;3520.08;3035.92;1986;;Nerenovuotas;;63;0;2N6p;0.31
3637;Karklėnų g. 5;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1098-6015-3019;3782.81;3171.24;1986;;Nerenovuotas;;70;1;1N6p;0.00
3638;Klonių g. 6;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1094-0167-2018;95.22;95.22;1940;;Nerenovuotas;;3;0;1A1m;0.16
3639;Kučkuriškių g. 3;UAB Priemiestis;Administravimas;2018-12-18 Nr. 30-3860/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-8003-2013;286.23;286.23;1968;;Nerenovuotas;;6;0;1A1b;0.27
